Respondent_Serial,Main Brand,Service provider,Month,City,Region,Detailed_Nationality,Nationality,Gender,Performance,Preference,TRIM_Score
10008680,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Indian,Expat Asians,Male,4,5,4.5
10004251,Mobily - Internet on Mobile,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Female,4,5,4.5
10005098,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,4,3,3.5
10000326,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Indian,Expat Asians,Male,5,5,5
10011615,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Pakistani,Expat Asians,Male,5,4,4.5
10010938,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,4,4,4
10003856,Mobily - Prepaid,Mobily,Dec'18,AD DAMMAM,Eastern,Pakistani,Expat Asians,Male,5,5,5
10009675,Mobily - Postpaid,Mobily,Dec'18,AD DAMMAM,Eastern,Jordanian,Expat Arabs,Male,5,5,5
10007575,Mobily - Postpaid,Mobily,Dec'18,AL JUBAIL,Eastern,Indian,Expat Asians,Male,5,5,5
10003714,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,4,3,3.5
10006018,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Syrian,Expat Arabs,Female,5,5,5
10007701,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,5,4,4.5
10001635,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Philippines,Expat Asians,Female,3,4,3.5
10010987,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,5,5,5
10011041,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
10007389,Mobily - Postpaid,Mobily,Dec'18,AD DAMMAM,Eastern,Indian,Expat Asians,Male,5,5,5
10011173,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,2,2,2
10009613,Mobily - Internet on Mobile,Mobily,Dec'18,AT TAIF,Western,Saudis,Nationals,Male,3,2,2.5
10010812,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,4,5,4.5
10010557,Mobile - Data SIM,Mobily,Dec'18,AD DAMMAM,Eastern,Egyptian,Expat Arabs,Female,5,4,4.5
10010821,Mobily - Postpaid,Mobily,Dec'18,JIZAN,Southern,Saudis,Nationals,Male,5,3,4
10012185,Mobily - Internet on Mobile,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
10011573,Mobily - Internet on Mobile,Mobily,Dec'18,AL KHUBAR,Eastern,Sudani,Expat Arabs,Female,5,5,5
10010856,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Sudani,Expat Arabs,Female,5,5,5
10007664,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Yemeni,Expat Arabs,Male,3,3,3
10010651,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,5,5,5
10012085,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,5,5,5
10008734,Mobily - Prepaid,Mobily,Dec'18,SABYA,Southern,Saudis,Nationals,Female,5,5,5
10011765,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
10011092,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,3,3,3
10011775,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,3,3,3
10010392,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,5,5,5
10008041,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Bangladeshi,Expat Asians,Male,5,4,4.5
10012076,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,5,4,4.5
10012242,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,5,5,5
10011483,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,3,4,3.5
10010134,Mobily - Prepaid,Mobily,Dec'18,Other (specify):,Others,Sudani,Expat Arabs,Male,5,4,4.5
10008499,Mobily - Postpaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Syrian,Expat Arabs,Male,4,5,4.5
10011968,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Female,3,5,4
10009416,Mobily - Prepaid,Mobily,Dec'18,Other (specify):,Others,Indian,Expat Asians,Male,5,5,5
10008410,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Philippines,Expat Asians,Male,5,5,5
10001955,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Pakistani,Expat Asians,Male,3,5,4
10009478,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,1,1,1
10004151,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Indian,Expat Asians,Male,5,1,3
10005023,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Pakistani,Expat Asians,Male,3,3,3
10006761,Mobile - Data SIM,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,2,2,2
10008569,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Pakistani,Expat Asians,Male,1,1,1
10012046,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Indian,Expat Asians,Male,5,5,5
10010671,Mobily - Prepaid,Mobily,Dec'18,AL JUBAIL,Eastern,Indian,Expat Asians,Male,3,5,4
10007557,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Indian,Expat Asians,Male,4,Don&apos;t know,4
10010738,Mobily - Prepaid,Mobily,Dec'18,YANBU AL BAHAR,Northern,Indian,Expat Asians,Male,5,Don&apos;t know,5
10009973,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Bangladeshi,Expat Asians,Male,1,Don&apos;t know,1
10008641,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Pakistani,Expat Asians,Male,4,4,4
10008596,Mobile - Data SIM,Mobily,Dec'18,JEDDAH,Western,Bangladeshi,Expat Asians,Male,5,5,5
10007433,Mobily - Internet on Mobile,Mobily,Dec'18,AR RIYADH,Central,Indian,Expat Asians,Male,5,5,5
10001396,Mobily - Internet on Mobile,Mobily,Dec'18,JEDDAH,Western,Pakistani,Expat Asians,Male,5,4,4.5
10007929,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Pakistani,Expat Asians,Male,4,4,4
10001497,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Pakistani,Expat Asians,Male,1,2,1.5
10011509,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Indian,Expat Asians,Male,4,3,3.5
10008399,Mobily - Prepaid,Mobily,Dec'18,AD DAMMAM,Eastern,Indian,Expat Asians,Female,5,4,4.5
10007523,Mobily - Postpaid,Mobily,Dec'18,AL JUBAIL,Eastern,Indian,Expat Asians,Male,5,5,5
10006206,Mobily - Postpaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,5,4,4.5
10012108,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,4,3,3.5
10010971,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Indian,Expat Asians,Male,4,5,4.5
10011479,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Female,5,5,5
10007441,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Pakistani,Expat Asians,Male,4,4,4
10009484,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,5,4,4.5
10010313,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,4,4,4
10011628,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,3,4,3.5
10008428,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,1,1,1
10006446,Mobily - Postpaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Female,3,5,4
10001394,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,2,4,3
10006491,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,3,2,2.5
10009605,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,1,1,1
10007072,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,3,2,2.5
10011990,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Pakistani,Expat Asians,Male,5,5,5
10012367,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,5,5,5
10009682,Mobily - Internet on Mobile,Mobily,Dec'18,JEDDAH,Western,Jordanian,Expat Arabs,Female,4,3,3.5
10012184,Mobily - Postpaid,Mobily,Dec'18,HAFAR AL BATIN,Eastern,Saudis,Nationals,Male,3,3,3
10006745,Mobily - Postpaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Female,3,3,3
10009093,Mobily - Prepaid,Mobily,Dec'18,AR&apos;AR,Northern,Saudis,Nationals,Male,4,4,4
10010608,Mobily - Prepaid,Mobily,Dec'18,HAFAR AL BATIN,Eastern,Philippines,Expat Asians,Male,5,3,4
10002463,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Other (specify):,Expat Asians,Female,3,4,3.5
10010988,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Philippines,Expat Asians,Male,3,5,4
10000704,Mobily - Prepaid,Mobily,Dec'18,Other (specify):,Others,Indian,Expat Asians,Male,5,5,5
10002423,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Bangladeshi,Expat Asians,Male,5,5,5
10007360,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Indian,Expat Asians,Male,4,3,3.5
10011258,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Other (specify):,Expat Asians,Male,2,3,2.5
10011207,Mobily - Internet on Mobile,Mobily,Dec'18,JEDDAH,Western,Pakistani,Expat Asians,Male,3,5,4
10001122,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Indian,Expat Asians,Male,5,5,5
10003335,Mobily - Prepaid,Mobily,Dec'18,AL JUBAIL,Eastern,Indian,Expat Asians,Male,4,5,4.5
10010680,Mobily - Prepaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Female,3,3,3
10011813,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,3,3,3
10010204,Mobily - Prepaid,Mobily,Dec'18,DAWMAT AL JANDAL,Northern,Egyptian,Expat Arabs,Male,5,5,5
10001924,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Pakistani,Expat Asians,Male,5,5,5
10010769,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Sudani,Expat Arabs,Female,4,3,3.5
10012308,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,5,3,4
10005509,Mobily - Postpaid,Mobily,Dec'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,4,4,4
10010581,Mobily - Prepaid,Mobily,Dec'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,4,4,4
10003673,Mobily - Prepaid,Mobily,Dec'18,AD DAMMAM,Eastern,Indian,Expat Asians,Male,5,5,5
10002130,Mobily - Prepaid,Mobily,Dec'18,AL BAHA,Southern,Egyptian,Expat Arabs,Male,5,5,5
10011184,Mobily - Prepaid,Mobily,Dec'18,Other (specify):,Others,Egyptian,Expat Arabs,Male,5,5,5
10009289,Mobily - Prepaid,Mobily,Dec'18,AD DAMMAM,Eastern,Saudis,Nationals,Female,2,3,2.5
10007604,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Indian,Expat Asians,Male,4,4,4
10007259,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Bangladeshi,Expat Asians,Male,3,4,3.5
10002825,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Female,5,5,5
10000431,Mobily - Postpaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,4,1,2.5
10005964,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Syrian,Expat Arabs,Male,4,3,3.5
10002903,Mobily - Prepaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Female,4,3,3.5
10000174,Mobile - Data SIM,Mobily,Dec'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,3,3,3
10005795,Mobily - Postpaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Female,5,5,5
10006116,Mobily - Postpaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Male,3,3,3
10005808,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,5,4,4.5
10002693,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,3,3,3
10012024,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,1,1,1
10011044,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Syrian,Expat Arabs,Female,3,3,3
10010345,Mobily - Prepaid,Mobily,Dec'18,TABUK,Northern,Sudani,Expat Arabs,Female,1,1,1
10009507,Mobily - Prepaid,Mobily,Dec'18,JIZAN,Southern,Saudis,Nationals,Male,5,2,3.5
10010865,Mobile - Data SIM,Mobily,Dec'18,AR RIYADH,Central,Sudani,Expat Arabs,Male,5,5,5
10009587,Mobily - Postpaid,Mobily,Dec'18,AR&apos;AR,Northern,Saudis,Nationals,Male,5,4,4.5
10011601,Mobily - Postpaid,Mobily,Dec'18,JIZAN,Southern,Saudis,Nationals,Male,3,5,4
10010562,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,5,2,3.5
10009598,Mobily - Postpaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Male,4,4,4
10009623,Mobily - Postpaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Male,5,1,3
10009383,Mobily - Prepaid,Mobily,Dec'18,Other (specify):,Others,Egyptian,Expat Arabs,Male,5,3,4
10005505,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Egyptian,Expat Arabs,Male,5,4,4.5
10009453,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,3,4,3.5
10008282,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Female,5,5,5
10011829,Mobile - Data SIM,Mobily,Dec'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,3,4,3.5
10001203,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,4,3,3.5
10012443,Mobily - Internet on Mobile,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,3,3,3
10001743,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,1,1,1
10010017,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Sudani,Expat Arabs,Female,5,4,4.5
10008991,Mobily - Prepaid,Mobily,Dec'18,ABHA,Southern,Saudis,Nationals,Male,4,2,3
10010949,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,4,5,4.5
10011328,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,4,3,3.5
10010897,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,5,4,4.5
10005508,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,1,3,2
10006144,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,5,5,5
10007803,Mobily - Prepaid,Mobily,Dec'18,TABUK,Northern,Sudani,Expat Arabs,Male,4,3,3.5
10003869,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,3,2,2.5
10010388,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,4,5,4.5
10009027,Mobily - Prepaid,Mobily,Dec'18,AT TAIF,Western,Saudis,Nationals,Male,3,2,2.5
10009673,Mobily - Postpaid,Mobily,Dec'18,AD DAMMAM,Eastern,Palestinian,Expat Arabs,Female,3,3,3
10005865,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,3,2,2.5
10002922,Mobily - Internet on Mobile,Mobily,Dec'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,4,5,4.5
10002351,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Female,3,1,2
10000452,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,3,Don&apos;t know,3
10004425,Mobily - Prepaid,Mobily,Dec'18,AL QATIF,Eastern,Saudis,Nationals,Male,4,4,4
10012161,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,3,4,3.5
10011708,Mobily - Prepaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Male,1,1,1
10011973,Mobily - Postpaid,Mobily,Dec'18,AT TAIF,Western,Sudani,Expat Arabs,Male,1,2,1.5
10011897,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,5,5,5
10009376,Mobily - Internet on Mobile,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Female,4,3,3.5
10011883,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Sudani,Expat Arabs,Male,4,3,3.5
10011666,Mobily - Prepaid,Mobily,Dec'18,AT TAIF,Western,Saudis,Nationals,Male,3,2,2.5
10011128,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,5,2,3.5
10009294,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,5,4,4.5
10010505,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,3,3,3
10009957,Mobile - Data SIM,Mobily,Dec'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,5,5,5
10010635,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
10011880,Mobily - Prepaid,Mobily,Dec'18,AL JUBAIL,Eastern,Saudis,Nationals,Male,5,4,4.5
10009965,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Female,3,4,3.5
10010512,Mobily - Internet on Mobile,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Female,4,3,3.5
10011822,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,3,3,3
10011981,Mobily - Prepaid,Mobily,Dec'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,2,1,1.5
10009495,Mobily - Internet on Mobile,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,3,Don&apos;t know,3
10010482,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Sudani,Expat Arabs,Male,5,4,4.5
10005111,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,4,4,4
10006010,Mobily - Postpaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Male,5,4,4.5
10002628,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Female,5,5,5
10006361,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,3,2,2.5
10011766,Mobily - Internet on Mobile,Mobily,Dec'18,AL QATIF,Eastern,Saudis,Nationals,Male,4,4,4
10006583,Mobily - Postpaid,Mobily,Dec'18,AR&apos;AR,Northern,Saudis,Nationals,Male,3,3,3
10009480,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,5,5,5
10010066,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,5,3,4
10000990,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,5,5,5
10009496,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,4,4,4
10009626,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,3,3,3
10010628,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,5,5,5
10003601,Mobily - Prepaid,Mobily,Dec'18,AL KHUBAR,Eastern,Egyptian,Expat Arabs,Male,3,4,3.5
10003784,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Pakistani,Expat Asians,Male,4,5,4.5
10009442,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,4,1,2.5
10007603,Mobily - Internet on Mobile,Mobily,Dec'18,AD DAMMAM,Eastern,Indian,Expat Asians,Male,3,3,3
10001749,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Indian,Expat Asians,Male,5,5,5
10012360,Mobily - Prepaid,Mobily,Dec'18,AD DAMMAM,Eastern,Indian,Expat Asians,Male,5,5,5
10001729,Mobily - Prepaid,Mobily,Dec'18,YANBU AL BAHAR,Northern,Indian,Expat Asians,Male,3,5,4
10007587,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Pakistani,Expat Asians,Male,4,2,3
10011304,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Other (specify):,Expat Asians,Male,4,4,4
10003276,Mobily - Prepaid,Mobily,Dec'18,ABHA,Southern,Indian,Expat Asians,Male,3,3,3
10009185,Mobily - Prepaid,Mobily,Dec'18,AL QATIF,Eastern,Saudis,Nationals,Female,3,2,2.5
10006154,Mobily - Postpaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,5,5,5
10007164,Mobily - Postpaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Male,4,3,3.5
10010478,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Yemeni,Expat Arabs,Female,5,4,4.5
10003718,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,3,4,3.5
10017806,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Syrian,Expat Arabs,Male,5,4,4.5
10018122,Mobily - Internet on Mobile,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,3,2,2.5
10019872,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,4,3,3.5
10018473,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Yemeni,Expat Arabs,Male,4,3,3.5
10010144,Mobily - Prepaid,Mobily,Dec'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,2,2,2
10019352,Mobily - Prepaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Male,3,3,3
10019767,Mobily - Prepaid,Mobily,Dec'18,Other (specify):,Others,Saudis,Nationals,Male,3,2,2.5
10021335,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
10020940,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Indian,Expat Asians,Male,4,5,4.5
10017798,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,5,3,4
10009556,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,2,1,1.5
10017824,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Female,4,3,3.5
10010977,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Female,3,1,2
10020584,Mobily - Prepaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Egyptian,Expat Arabs,Male,4,5,4.5
10020739,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,4,4,4
10011997,Mobily - Postpaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,3,3,3
10018866,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,3,3,3
10010124,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,3,2,2.5
10010494,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Female,4,4,4
10019703,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Bangladeshi,Expat Asians,Male,5,5,5
10021910,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Female,5,4,4.5
10018237,Mobily - Postpaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,1,1,1
10020845,Mobily - Postpaid,Mobily,Dec'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,3,2,2.5
10018753,Mobile - Data SIM,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,3,3,3
10020601,Mobily - Prepaid,Mobily,Dec'18,AL JUBAIL,Eastern,Indian,Expat Asians,Male,5,3,4
10010362,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Saudis,Nationals,Male,5,5,5
10010974,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,4,3,3.5
10021286,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Egyptian,Expat Arabs,Male,5,4,4.5
10006431,Mobily - Postpaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,2,2,2
10020214,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Pakistani,Expat Asians,Male,3,4,3.5
10021926,Mobily - Prepaid,Mobily,Dec'18,AL MADINAH AL MUNAWWARAH,Northern,Egyptian,Expat Arabs,Male,5,5,5
10020993,Mobily - Prepaid,Mobily,Dec'18,AL HUFUF,Eastern,Pakistani,Expat Asians,Male,4,5,4.5
10021884,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Indian,Expat Asians,Male,5,5,5
10019764,Mobily - Prepaid,Mobily,Dec'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,3,4,3.5
10010978,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Bangladeshi,Expat Asians,Male,5,5,5
10019079,Mobily - Prepaid,Mobily,Dec'18,JEDDAH,Western,Saudis,Nationals,Male,3,4,3.5
